blunt_phrase,class,clds,day_ind,dewPt,expire_time_gmt,feels_like,gust,heat_index,icon_extd,key,max_temp,min_temp,obs_id,obs_name,precip_hrly,precip_total,pressure,pressure_desc,pressure_tend,primary_swell_direction,primary_swell_height,primary_swell_period,primary_wave_height,primary_wave_period,qualifier,qualifier_svrty,rh,secondary_swell_direction,secondary_swell_height,secondary_swell_period,snow_hrly,temp,terse_phrase,uv_desc,uv_index,valid_time_gmt,vis,water_temp,wc,wdir,wdir_cardinal,wspd,wx_icon,wx_phrase
,observation,CLR,N,5.0,1451665200,21.0,,21.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,50.0,,,,,21.0,,Low,0,1451658000,10.0,,21.0,,CALM,0.0,33.0,Fair
,observation,CLR,D,5.0,1451666400,19.0,,19.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.27,,,,,,,,,,54.0,,,,,19.0,,Low,0,1451659200,10.0,,19.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,5.0,1451667600,19.0,,19.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.28,,,,,,,,,,54.0,,,,,19.0,,Low,0,1451660400,10.0,,19.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,5.0,1451668800,19.0,,19.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.28,,,,,,,,,,54.0,,,,,19.0,,Low,1,1451661600,10.0,,19.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,7.0,1451670000,23.0,,23.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.29,,,,,,,,,,50.0,,,,,23.0,,Low,1,1451662800,9.0,,23.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,7.0,1451671200,28.0,,28.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.29,,,,,,,,,,40.0,,,,,28.0,,Low,1,1451664000,10.0,,28.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,7.0,1451672400,32.0,,32.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.3,,,,,,,,,,35.0,,,,,32.0,,Low,1,1451665200,10.0,,32.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,7.0,1451673600,32.0,,32.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.3,,,,,,,,,,35.0,,,,,32.0,,Low,1,1451666400,10.0,,32.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,7.0,1451674800,34.0,,34.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.3,,,,,,,,,,32.0,,,,,34.0,,Low,1,1451667600,10.0,,34.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,7.0,1451676000,32.0,,36.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.31,,,,,,,,,,30.0,,,,,36.0,,Low,2,1451668800,10.0,,32.0,60.0,ENE,5.0,34.0,Fair
,observation,CLR,D,7.0,1451677200,32.0,,37.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.31,,,,,,,,,,28.0,,,,,37.0,,Low,2,1451670000,10.0,,32.0,60.0,ENE,7.0,34.0,Fair
,observation,CLR,D,5.0,1451678400,31.0,,37.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.31,,,,,,,,,,26.0,,,,,37.0,,Low,2,1451671200,10.0,,31.0,70.0,ENE,8.0,34.0,Fair
,observation,CLR,D,5.0,1451679600,34.0,,39.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.31,,,,,,,,,,24.0,,,,,39.0,,Moderate,3,1451672400,10.0,,34.0,70.0,ENE,7.0,34.0,Fair
,observation,CLR,D,5.0,1451680800,34.0,,39.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.3,,,,,,,,,,24.0,,,,,39.0,,Moderate,3,1451673600,10.0,,34.0,50.0,NE,7.0,34.0,Fair
,observation,CLR,D,5.0,1451682000,33.0,,39.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.3,,,,,,,,,,24.0,,,,,39.0,,Moderate,3,1451674800,10.0,,33.0,70.0,ENE,9.0,34.0,Fair
,observation,CLR,D,5.0,1451683200,36.0,,41.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.29,,,,,,,,,,23.0,,,,,41.0,,Moderate,3,1451676000,10.0,,36.0,50.0,NE,8.0,34.0,Fair
,observation,CLR,D,5.0,1451684400,37.0,,41.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.28,,,,,,,,,,23.0,,,,,41.0,,Moderate,3,1451677200,10.0,,37.0,70.0,ENE,6.0,34.0,Fair
,observation,CLR,D,5.0,1451685600,38.0,,41.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.28,,,,,,,,,,23.0,,,,,41.0,,Moderate,3,1451678400,10.0,,38.0,80.0,E,5.0,34.0,Fair
,observation,CLR,D,5.0,1451686800,43.0,,43.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,21.0,,,,,43.0,,Moderate,3,1451679600,10.0,,43.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,5.0,1451688000,39.0,,43.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,21.0,,,,,43.0,,Moderate,3,1451680800,10.0,,39.0,90.0,E,6.0,34.0,Fair
,observation,CLR,D,5.0,1451689200,43.0,,43.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,21.0,,,,,43.0,,Moderate,3,1451682000,10.0,,43.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,5.0,1451690400,43.0,,43.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,21.0,,,,,43.0,,Moderate,3,1451683200,10.0,,43.0,100.0,E,3.0,34.0,Fair
,observation,CLR,D,7.0,1451691600,40.0,,43.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.24,,,,,,,,,,23.0,,,,,43.0,,Low,2,1451684400,10.0,,40.0,70.0,ENE,5.0,34.0,Fair
,observation,CLR,D,7.0,1451692800,43.0,,43.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.24,,,,,,,,,,23.0,,,,,43.0,,Low,2,1451685600,10.0,,43.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,7.0,1451694000,43.0,,43.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.24,,,,,,,,,,23.0,,,,,43.0,,Low,2,1451686800,10.0,,43.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,7.0,1451695200,45.0,,45.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,21.0,,,,,45.0,,Low,1,1451688000,10.0,,45.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,7.0,1451696400,43.0,,43.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,23.0,,,,,43.0,,Low,1,1451689200,10.0,,43.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,7.0,1451697600,45.0,,45.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,21.0,,,,,45.0,,Low,1,1451690400,10.0,,45.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,7.0,1451698800,45.0,,45.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,21.0,,,,,45.0,,Low,1,1451691600,10.0,,45.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,7.0,1451700000,43.0,,43.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,23.0,,,,,43.0,,Low,1,1451692800,10.0,,43.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,7.0,1451701200,43.0,,43.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,23.0,,,,,43.0,,Low,1,1451694000,10.0,,43.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,7.0,1451702400,43.0,,43.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,23.0,,,,,43.0,,Low,1,1451695200,10.0,,43.0,,CALM,0.0,34.0,Fair
,observation,CLR,N,7.0,1451703600,41.0,,41.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,24.0,,,,,41.0,,Low,0,1451696400,10.0,,41.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,7.0,1451704800,41.0,,41.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,24.0,,,,,41.0,,Low,0,1451697600,10.0,,41.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,7.0,1451706000,39.0,,39.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,26.0,,,,,39.0,,Low,0,1451698800,10.0,,39.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,9.0,1451707200,37.0,,37.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,30.0,,,,,37.0,,Low,0,1451700000,10.0,,37.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,10.0,1451708400,37.0,,37.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,33.0,,,,,37.0,,Low,0,1451701200,10.0,,37.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,10.0,1451709600,37.0,,37.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,33.0,,,,,37.0,,Low,0,1451702400,10.0,,37.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,10.0,1451710800,37.0,,37.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,33.0,,,,,37.0,,Low,0,1451703600,10.0,,37.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,10.0,1451712000,37.0,,37.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.24,,,,,,,,,,33.0,,,,,37.0,,Low,0,1451704800,10.0,,37.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,10.0,1451713200,37.0,,37.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.24,,,,,,,,,,33.0,,,,,37.0,,Low,0,1451706000,10.0,,37.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,12.0,1451714400,37.0,,37.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.24,,,,,,,,,,36.0,,,,,37.0,,Low,0,1451707200,10.0,,37.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,12.0,1451715600,36.0,,36.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,38.0,,,,,36.0,,Low,0,1451708400,10.0,,36.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,10.0,1451716800,37.0,,37.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,33.0,,,,,37.0,,Low,0,1451709600,10.0,,37.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,10.0,1451718000,31.0,,37.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,33.0,,,,,37.0,,Low,0,1451710800,10.0,,31.0,10.0,N,8.0,33.0,Fair
,observation,CLR,N,9.0,1451719200,33.0,,37.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,30.0,,,,,37.0,,Low,0,1451712000,10.0,,33.0,20.0,NNE,6.0,33.0,Fair
,observation,CLR,N,9.0,1451720400,34.0,,37.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,30.0,,,,,37.0,,Low,0,1451713200,10.0,,34.0,360.0,N,5.0,33.0,Fair
,observation,CLR,N,9.0,1451721600,31.0,,36.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,33.0,,,,,36.0,,Low,0,1451714400,10.0,,31.0,360.0,N,6.0,33.0,Fair
,observation,CLR,N,9.0,1451722800,31.0,,36.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,33.0,,,,,36.0,,Low,0,1451715600,10.0,,31.0,360.0,N,6.0,33.0,Fair
,observation,CLR,N,9.0,1451724000,31.0,,36.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.27,,,,,,,,,,33.0,,,,,36.0,,Low,0,1451716800,10.0,,31.0,360.0,N,6.0,33.0,Fair
,observation,CLR,N,9.0,1451725200,31.0,,36.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,33.0,,,,,36.0,,Low,0,1451718000,10.0,,31.0,10.0,N,6.0,33.0,Fair
,observation,FEW,N,9.0,1451726400,31.0,,36.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,33.0,,,,,36.0,,Low,0,1451719200,10.0,,31.0,20.0,NNE,6.0,33.0,Fair
,observation,FEW,N,9.0,1451727600,36.0,,36.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,33.0,,,,,36.0,,Low,0,1451720400,10.0,,36.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,9.0,1451728800,36.0,,36.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,33.0,,,,,36.0,,Low,0,1451721600,10.0,,36.0,,CALM,0.0,33.0,Fair
,observation,FEW,N,9.0,1451730000,36.0,,36.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,33.0,,,,,36.0,,Low,0,1451722800,10.0,,36.0,,CALM,0.0,33.0,Fair
,observation,FEW,N,9.0,1451731200,37.0,,37.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,30.0,,,,,37.0,,Low,0,1451724000,10.0,,37.0,,CALM,0.0,33.0,Fair
,observation,SCT,N,9.0,1451732400,34.0,,34.0,2900.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,35.0,,,,,34.0,,Low,0,1451725200,10.0,,34.0,,CALM,0.0,29.0,Partly Cloudy
,observation,FEW,N,7.0,1451733600,37.0,,37.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,28.0,,,,,37.0,,Low,0,1451726400,10.0,,37.0,,CALM,0.0,33.0,Fair
,observation,BKN,N,7.0,1451734800,36.0,,36.0,2700.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,30.0,,,,,36.0,,Low,0,1451727600,10.0,,36.0,,CALM,0.0,27.0,Mostly Cloudy
,observation,FEW,N,9.0,1451736000,36.0,,36.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.24,,,,,,,,,,33.0,,,,,36.0,,Low,0,1451728800,10.0,,36.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,9.0,1451737200,36.0,,36.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.24,,,,,,,,,,33.0,,,,,36.0,,Low,0,1451730000,10.0,,36.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,9.0,1451738400,36.0,,36.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,33.0,,,,,36.0,,Low,0,1451731200,10.0,,36.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,9.0,1451739600,36.0,,36.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,33.0,,,,,36.0,,Low,0,1451732400,10.0,,36.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,9.0,1451740800,34.0,,34.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,35.0,,,,,34.0,,Low,0,1451733600,10.0,,34.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,9.0,1451742000,34.0,,34.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,35.0,,,,,34.0,,Low,0,1451734800,10.0,,34.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,9.0,1451743200,26.0,,32.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.24,,,,,,,,,,38.0,,,,,32.0,,Low,0,1451736000,10.0,,26.0,330.0,NNW,6.0,33.0,Fair
,observation,CLR,N,9.0,1451744400,24.0,,30.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,40.0,,,,,30.0,,Low,0,1451737200,10.0,,24.0,350.0,N,6.0,33.0,Fair
,observation,CLR,N,9.0,1451745600,24.0,,30.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.24,,,,,,,,,,40.0,,,,,30.0,,Low,0,1451738400,10.0,,24.0,350.0,N,6.0,33.0,Fair
,observation,CLR,N,9.0,1451746800,26.0,,32.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.24,,,,,,,,,,38.0,,,,,32.0,,Low,0,1451739600,10.0,,26.0,20.0,NNE,6.0,33.0,Fair
,observation,CLR,N,9.0,1451748000,32.0,,32.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.24,,,,,,,,,,38.0,,,,,32.0,,Low,0,1451740800,10.0,,32.0,20.0,NNE,3.0,33.0,Fair
,observation,CLR,N,9.0,1451749200,32.0,,32.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.24,,,,,,,,,,38.0,,,,,32.0,,Low,0,1451742000,10.0,,32.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,9.0,1451750400,32.0,,32.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.25,,,,,,,,,,38.0,,,,,32.0,,Low,0,1451743200,10.0,,32.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,9.0,1451751600,30.0,,30.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,40.0,,,,,30.0,,Low,0,1451744400,10.0,,30.0,,CALM,0.0,33.0,Fair
,observation,CLR,D,9.0,1451752800,30.0,,30.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,40.0,,,,,30.0,,Low,0,1451745600,10.0,,30.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,9.0,1451754000,27.0,,27.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,47.0,,,,,27.0,,Low,0,1451746800,10.0,,27.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,9.0,1451755200,27.0,,27.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,47.0,,,,,27.0,,Low,1,1451748000,10.0,,27.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,9.0,1451756400,30.0,,30.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.27,,,,,,,,,,40.0,,,,,30.0,,Low,1,1451749200,10.0,,30.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,9.0,1451757600,34.0,,34.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,35.0,,,,,34.0,,Low,1,1451750400,10.0,,34.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,9.0,1451758800,35.0,,39.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,28.0,,,,,39.0,,Low,1,1451751600,10.0,,35.0,50.0,NE,6.0,34.0,Fair
,observation,CLR,D,9.0,1451760000,34.0,,39.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.27,,,,,,,,,,28.0,,,,,39.0,,Low,1,1451752800,10.0,,34.0,30.0,NNE,8.0,34.0,Fair
,observation,CLR,D,7.0,1451761200,35.0,,41.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.27,,,,,,,,,,24.0,,,,,41.0,,Low,1,1451754000,10.0,,35.0,30.0,NNE,10.0,34.0,Fair
,observation,CLR,D,9.0,1451762400,35.0,,41.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.27,,,,,,,,,,26.0,,,,,41.0,,Low,2,1451755200,10.0,,35.0,40.0,NE,9.0,34.0,Fair
,observation,CLR,D,9.0,1451763600,35.0,,41.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.28,,,,,,,,,,26.0,,,,,41.0,,Low,2,1451756400,10.0,,35.0,50.0,NE,10.0,34.0,Fair
,observation,CLR,D,9.0,1451764800,37.0,,43.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.28,,,,,,,,,,25.0,,,,,43.0,,Low,2,1451757600,10.0,,37.0,70.0,ENE,9.0,34.0,Fair
,observation,CLR,D,9.0,1451766000,37.0,,43.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.27,,,,,,,,,,25.0,,,,,43.0,,Moderate,3,1451758800,10.0,,37.0,50.0,NE,12.0,34.0,Fair
,observation,CLR,D,9.0,1451767200,39.0,,45.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.27,,,,,,,,,,23.0,,,,,45.0,,Moderate,3,1451760000,10.0,,39.0,50.0,NE,12.0,34.0,Fair
,observation,CLR,D,9.0,1451768400,38.0,,45.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.27,,,,,,,,,,23.0,,,,,45.0,,Moderate,3,1451761200,10.0,,38.0,50.0,NE,14.0,34.0,Fair
,observation,CLR,D,9.0,1451769600,38.0,,45.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.26,,,,,,,,,,23.0,,,,,45.0,,Moderate,3,1451762400,10.0,,38.0,50.0,NE,14.0,34.0,Fair
,observation,CLR,D,9.0,1451770800,38.0,,45.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.24,,,,,,,,,,23.0,,,,,45.0,,Moderate,3,1451763600,10.0,,38.0,50.0,NE,13.0,34.0,Fair
,observation,CLR,D,9.0,1451772000,40.0,,46.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,22.0,,,,,46.0,,Moderate,3,1451764800,10.0,,40.0,50.0,NE,14.0,34.0,Fair
,observation,CLR,D,10.0,1451773200,41.0,,46.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.23,,,,,,,,,,23.0,,,,,46.0,,Moderate,3,1451766000,10.0,,41.0,50.0,NE,10.0,34.0,Fair
,observation,CLR,D,10.0,1451774400,41.0,,46.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.22,,,,,,,,,,23.0,,,,,46.0,,Moderate,3,1451767200,10.0,,41.0,60.0,ENE,10.0,34.0,Fair
,observation,CLR,D,10.0,1451775600,42.0,15.0,46.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.21,,,,,,,,,,23.0,,,,,46.0,,Moderate,3,1451768400,10.0,,42.0,50.0,NE,9.0,34.0,Fair
,observation,CLR,D,10.0,1451776800,44.0,,48.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.21,,,,,,,,,,22.0,,,,,48.0,,Moderate,3,1451769600,10.0,,44.0,40.0,NE,10.0,34.0,Fair
