kW_Turbine1,kW_Turbine2,kW_Turbine3,kW_Turbine4,kW_Turbine5,kW_Turbine6,kW_Turbine7,kW_Turbine8,kW_Turbine9,kW_Turbine10,kW_Turbine11,kW_Turbine12,kW_Turbine13,kW_Turbine14,kW_Turbine15,kW_Turbine16,kW_Turbine17,kW_Turbine18,kW_Turbine19,kW_Turbine20,kW_Turbine21,kW_Turbine22,kW_Turbine23,kW_Turbine24,kW_Turbine25,kW_Turbine26,kW_Turbine27,kW_Turbine28,kW_Turbine29,kW_Turbine30,kW_Turbine31,kW_Turbine32,kW_Turbine33,kW_Turbine34,kW_Turbine35,kW_Turbine36,kW_Turbine37,kW_Turbine38,kW_Turbine39,kW_Turbine40,kW_Turbine41,kW_Turbine42,kW_Turbine43,kW_Turbine44,kW_Turbine45,kW_Turbine46,kW_Turbine47,kW_Turbine48,kW_Turbine49,kW_Turbine50,kW_Turbine51,kW_Turbine52,kW_Turbine53,kW_Turbine54,kW_Turbine55,kW_Turbine56,kW_Turbine57,kW_Turbine58,kW_Turbine59,kW_Turbine60,kW_Turbine61,kW_Turbine62,kW_Turbine63,kW_Turbine64,kW_Turbine65,kW_Turbine66,kW_Turbine67,kW_Turbine68,kW_Turbine69,kW_Turbine70,kW_Turbine71,kW_Turbine72,kW_Turbine73,kW_Turbine74,kW_Turbine75,kW_Turbine76,kW_Turbine77,kW_Turbine78,kW_Turbine79,kW_Turbine80,kW_Turbine81,kW_Turbine82,kW_Turbine83,kW_Turbine84,kW_Turbine85,kW_Turbine86,timestamp
1530.8,1528.3,1527.5,1523.5,1532.5,1526.5,1530.4,1522.8,1525.9,1528.5,1530.1,1532.7,1522.0,1524.5,1527.2,1532.1,1462.7,1525.1,1526.1,1521.1,1697.2,1522.6,1528.7,1525.0,1521.1,1527.2,1525.0,1524.1,1524.5,1519.3,1527.8,1530.3,1525.5,1528.4,1523.8,1522.8,1524.5,1523.9,1517.9,1517.6,1519.8,1529.4,1513.1,1520.2,1518.5,1526.6,1525.7,1520.7,1524.0,1525.2,1529.1,1524.7,1528.5,1527.7,1525.2,1523.7,1520.0,1527.6,1525.0,1518.3,1530.1,1526.4,1525.2,1522.8,1517.6,1518.8,1522.3,1520.4,1524.5,1508.1,1535.0,1516.8,1520.6,1522.8,1526.8,1511.7,1517.4,1518.5,1524.4,1526.1,1519.4,1527.8,1520.6,1513.7,1525.8,1521.1,2016-01-02 09:45:00
1530.1,1528.2,1527.9,1524.2,1532.1,1526.8,1530.2,1513.6,1525.8,1526.6,1529.7,1533.1,1521.1,1525.0,1528.1,1531.1,1458.3,1526.2,1526.9,1519.5,1697.7,1521.5,1528.1,1525.1,1525.1,1524.8,1524.1,1524.0,1523.2,1522.6,1528.1,1523.5,1526.5,1524.3,1521.2,1521.0,1524.4,1523.5,1518.5,1525.3,1520.6,1529.5,1519.5,1518.0,1519.1,1527.4,1525.3,1519.5,1524.1,1524.9,1529.4,1526.5,1527.8,1526.6,1522.2,1525.1,1520.1,1528.0,1519.5,1518.0,1531.1,1526.0,1525.4,1521.5,1512.3,1521.6,1517.5,1527.7,1523.2,1522.1,1534.8,1508.7,1526.8,1524.9,1526.3,1521.1,1515.2,1523.7,1524.2,1525.2,1516.4,1530.7,1520.8,1514.0,1525.5,1521.7,2016-01-02 09:50:00
1530.6,1528.1,1527.8,1517.7,1533.3,1527.1,1531.1,1508.7,1525.7,1527.3,1530.8,1532.5,1521.6,1525.3,1528.3,1531.3,1453.9,1529.0,1527.2,1523.1,1697.6,1522.8,1528.9,1527.0,1527.5,1522.0,1524.4,1524.4,1523.4,1523.7,1529.3,1521.2,1520.9,1525.7,1523.6,1519.2,1525.1,1522.8,1518.1,1517.4,1522.4,1529.4,1522.9,1517.1,1520.7,1528.7,1526.3,1518.3,1520.7,1520.6,1528.9,1524.7,1528.8,1526.8,1520.1,1525.5,1521.1,1527.2,1522.7,1516.9,1530.4,1522.2,1526.7,1523.3,1509.0,1521.8,1517.6,1499.9,1510.2,1517.7,1528.2,1512.8,1516.9,1507.3,1515.5,1524.6,1516.3,1522.8,1520.8,1514.6,1513.5,1531.5,1521.5,1513.0,1525.6,1521.4,2016-01-02 09:55:00
1530.3,1528.8,1528.4,1523.4,1527.2,1527.5,1530.0,1493.1,1526.2,1527.1,1529.3,1523.3,1520.6,1525.2,1527.4,1531.5,1449.5,1530.8,1526.8,1523.0,1697.7,1521.9,1529.2,1529.0,1526.9,1526.2,1525.1,1528.7,1525.6,1524.3,1528.2,1525.3,1521.1,1528.4,1525.6,1520.6,1524.4,1526.5,1518.0,1517.9,1521.4,1529.5,1519.6,1521.8,1521.8,1527.4,1525.5,1525.2,1524.1,1520.3,1528.5,1524.1,1530.3,1526.1,1504.5,1525.9,1517.3,1528.3,1516.2,1521.0,1527.3,1523.2,1504.9,1529.1,1513.6,1519.3,1514.5,1522.9,1521.9,1525.7,1531.8,1517.3,1518.1,1524.1,1520.7,1523.8,1520.3,1524.7,1524.3,1519.1,1519.0,1531.1,1521.8,1501.4,1525.6,1522.3,2016-01-02 10:00:00
1530.1,1527.7,1527.5,1527.1,1531.4,1526.8,1530.3,1519.2,1526.4,1528.3,1530.3,1529.0,1521.5,1524.8,1527.8,1530.8,1445.1,1531.1,1527.7,1522.9,1697.6,1523.0,1529.0,1529.1,1527.4,1525.6,1525.0,1528.8,1528.9,1526.6,1529.3,1524.5,1524.9,1527.4,1525.9,1524.6,1525.3,1523.7,1521.2,1395.9,1515.9,1528.6,1520.4,1520.3,1522.7,1527.9,1527.4,1524.9,1523.7,1524.9,1528.7,1524.7,1531.7,1527.0,1522.1,1525.8,1517.2,1528.0,1520.9,1521.9,1529.5,1520.7,1526.3,1522.2,1520.3,1518.6,1512.5,1524.0,1522.9,1525.6,1526.1,1514.3,1521.2,1527.7,1520.5,1525.1,1520.3,1524.3,1527.4,1520.1,1517.0,1528.6,1523.6,1509.6,1526.9,1522.1,2016-01-02 10:05:00
1530.0,1528.4,1528.7,1528.2,1532.3,1527.5,1530.7,1522.3,1526.8,1527.2,1530.3,1528.5,1521.9,1525.1,1528.4,1531.6,1440.6,1531.2,1526.8,1523.1,1696.0,1521.5,1529.7,1529.6,1526.9,1526.8,1524.3,1528.6,1529.9,1526.3,1528.5,1525.5,1528.8,1525.2,1523.1,1524.8,1530.1,1524.1,1520.1,1452.1,1517.3,1527.8,1521.6,1519.9,1521.1,1528.1,1527.8,1521.3,1523.4,1524.5,1529.5,1528.5,1530.4,1528.0,1523.3,1525.5,1516.1,1528.2,1522.1,1521.0,1528.9,1520.9,1525.4,1521.8,1519.6,1516.5,1522.4,1522.5,1522.4,1525.4,1528.0,1516.6,1522.5,1529.6,1519.2,1520.5,1518.8,1524.8,1527.5,1520.9,1516.1,1522.8,1522.6,1506.4,1527.7,1521.6,2016-01-02 10:10:00
1530.7,1528.8,1528.6,1527.3,1531.9,1527.3,1531.0,1524.3,1524.4,1525.5,1529.5,1528.2,1521.0,1525.3,1527.5,1531.6,1436.2,1531.5,1527.7,1518.3,1695.3,1521.2,1529.0,1528.6,1527.0,1526.7,1524.4,1529.0,1528.3,1525.6,1528.1,1526.4,1526.2,1525.3,1523.2,1523.9,1530.5,1523.8,1522.5,1382.5,1514.4,1524.7,1521.5,1520.3,1522.3,1527.7,1527.0,1516.5,1524.1,1524.5,1529.7,1529.4,1530.9,1526.9,1526.9,1525.7,1520.6,1527.8,1519.7,1518.8,1535.2,1520.9,1526.4,1524.6,1521.1,1517.8,1514.9,1524.4,1523.0,1526.0,1532.3,1516.1,1517.0,1524.3,1523.2,1522.8,1517.6,1526.9,1519.1,1521.3,1516.4,1523.2,1526.2,1513.6,1527.5,1521.6,2016-01-02 10:15:00
1530.4,1529.0,1526.8,1524.3,1525.9,1526.7,1530.2,1517.3,1527.8,1526.6,1530.1,1524.6,1516.6,1522.3,1527.8,1531.7,1431.8,1530.7,1527.4,1518.4,1696.1,1520.0,1529.3,1529.3,1527.1,1525.2,1524.1,1529.7,1528.8,1526.3,1525.4,1516.0,1521.9,1524.5,1527.1,1525.3,1529.7,1525.5,1524.8,1430.2,1518.1,1524.3,1520.9,1518.9,1522.7,1528.4,1527.0,1517.9,1525.8,1524.7,1529.5,1529.5,1531.2,1527.4,1527.7,1526.5,1520.3,1528.4,1520.7,1522.9,1535.1,1522.1,1518.4,1525.0,1474.2,1514.7,1515.4,1525.2,1524.3,1525.5,1537.2,1516.8,1519.6,1526.3,1523.7,1524.1,1519.8,1527.5,1524.6,1522.4,1517.5,1524.4,1525.7,1513.6,1527.8,1522.1,2016-01-02 10:20:00
1530.3,1527.3,1525.8,1522.8,1528.7,1526.9,1526.1,1521.9,1528.0,1529.1,1530.2,1523.5,1515.4,1522.1,1527.7,1525.5,1427.4,1526.2,1525.1,1504.6,1695.3,1521.5,1529.5,1529.1,1526.8,1526.3,1525.1,1529.5,1528.3,1525.2,1522.5,1524.3,1520.1,1505.8,1515.0,1524.8,1519.5,1515.3,1524.8,1405.1,1508.9,1522.8,1514.9,1519.0,1521.8,1524.3,1527.7,1518.2,1526.4,1525.2,1528.9,1529.2,1530.9,1527.2,1527.8,1526.3,1521.2,1527.6,1520.4,1522.2,1535.1,1521.8,1512.8,1513.2,1491.5,1514.3,1514.9,1526.3,1520.0,1517.3,1531.5,1513.8,1520.8,1521.2,1515.1,1520.8,1523.5,1522.1,1523.2,1522.4,1517.1,1523.3,1521.3,1513.3,1526.9,1521.4,2016-01-02 10:25:00
1523.1,1522.6,1524.6,1506.9,1529.5,1527.1,1525.1,1519.6,1528.3,1527.5,1530.3,1519.0,1516.9,1516.7,1517.6,1524.5,1423.0,1525.8,1522.1,1516.5,1691.9,1519.1,1528.9,1522.1,1528.0,1521.8,1518.5,1522.6,1529.1,1511.8,1512.5,1523.0,1517.4,1496.8,1504.1,1525.7,1520.3,1522.2,1524.4,1391.5,1515.6,1523.0,1519.0,1515.0,1522.4,1518.8,1524.9,1516.5,1524.8,1524.6,1528.6,1529.1,1528.1,1527.4,1523.8,1518.8,1520.7,1527.7,1479.1,1491.6,1526.6,1515.6,1469.8,1441.3,1340.1,1516.8,1437.4,1514.3,1509.5,1515.2,1526.9,1514.6,1518.8,1518.9,1516.5,1518.7,1521.0,1520.8,1519.3,1517.7,1513.5,1524.6,1519.9,1513.7,1526.3,1518.1,2016-01-02 10:30:00
1523.4,1523.7,1527.9,1519.0,1529.2,1527.6,1525.0,1519.7,1525.7,1514.0,1530.5,1524.4,1517.2,1518.0,1520.7,1524.0,1418.6,1520.3,1522.3,1517.7,1690.6,1519.6,1529.4,1522.4,1523.0,1519.3,1517.1,1524.1,1522.4,1516.8,1508.3,1493.4,1513.3,1485.7,1515.0,1519.4,1494.8,1513.2,1486.9,1169.9,1517.9,1503.7,1511.7,1487.2,1520.8,1423.1,1459.3,1423.5,1481.1,1503.1,1501.6,1497.7,1512.4,1517.5,1514.0,1503.9,1498.8,1478.5,1485.7,1449.1,1350.2,1504.7,1469.7,1410.4,1455.6,1500.1,1485.3,1482.0,1502.9,1517.6,1527.8,1513.5,1518.5,1524.5,1508.3,1513.0,1512.3,1505.7,1522.8,1521.8,1516.4,1527.3,1516.9,1508.1,1520.6,1517.8,2016-01-02 10:35:00
1523.8,1524.1,1520.8,1484.5,1467.7,1521.4,1525.0,1522.3,1512.4,1491.3,1521.6,1428.3,1506.7,1511.6,1515.4,1521.1,1414.2,1501.2,1517.4,1475.5,1683.5,1517.4,1520.5,1502.2,1520.0,1502.3,1512.4,1517.9,1500.7,1499.8,1505.0,1516.3,1506.0,1440.5,1485.1,1512.5,1456.4,1503.8,1509.5,1098.1,1510.4,1458.5,1465.8,1381.8,1502.6,1426.1,1448.3,1458.4,1507.3,1377.8,1385.5,1513.2,1497.2,1479.9,1233.4,1464.9,1461.0,1445.4,1304.5,1336.5,1354.6,1383.4,1330.2,1367.4,1342.8,1471.3,1491.4,1467.6,1503.5,1453.9,1517.4,1466.2,1485.4,1485.0,1422.7,1509.9,1476.3,1508.7,1523.2,1522.1,1517.0,1528.1,1520.8,1508.2,1524.7,1519.7,2016-01-02 10:40:00
1523.9,1512.1,1513.5,1477.3,1497.0,1519.8,1526.3,1522.0,1523.6,1518.0,1524.9,1482.4,1512.2,1498.3,1521.3,1524.1,1409.8,1469.6,1513.4,1400.6,1682.0,1505.1,1520.8,1477.0,1521.1,1517.1,1509.1,1519.8,1524.0,1519.0,1474.6,1498.3,1504.3,1460.9,1511.3,1513.1,1368.6,1479.3,1490.7,1085.6,1453.6,1489.2,1512.5,1438.7,1519.7,1502.2,1400.7,1462.6,1513.2,1514.9,1504.9,1468.1,1512.1,1515.6,1519.0,1521.4,1515.5,1521.5,1486.1,1471.2,1499.8,1358.1,1201.4,1310.9,1319.0,1500.4,1486.6,1499.4,1483.4,1499.5,1522.1,1509.2,1520.1,1516.1,1494.8,1512.5,1510.8,1495.8,1519.7,1513.2,1508.5,1528.3,1514.3,1507.6,1523.5,1513.7,2016-01-02 10:45:00
1496.0,1495.6,1508.0,1461.1,1486.6,1495.9,1514.5,1522.3,1462.7,1387.6,1514.0,1247.2,1510.8,1517.3,1520.9,1517.6,1405.4,1524.1,1508.9,1467.0,1684.5,1515.8,1520.8,1523.7,1514.6,1518.4,1512.7,1518.7,1521.6,1519.0,1473.5,1429.3,1489.7,1496.5,1504.3,1518.5,1210.7,1394.0,1513.8,1287.1,1505.5,1486.9,1493.5,1439.5,1490.4,1495.8,1445.9,1478.0,1515.9,1496.2,1455.7,1473.1,1506.0,1508.0,1406.9,1452.6,1493.3,1451.5,1294.2,1366.2,1262.8,1270.8,1442.0,1440.0,1352.1,1502.0,1493.7,1498.3,1487.2,1485.0,1518.3,1507.8,1509.4,1492.1,1419.3,1517.0,1494.7,1513.5,1520.7,1511.8,1512.8,1526.4,1504.6,1508.7,1504.4,1516.6,2016-01-02 10:50:00
1506.3,1451.6,1488.0,1443.9,1367.6,1503.2,1513.3,1522.1,1494.6,1450.6,1516.0,1297.3,1495.9,1517.2,1520.3,1515.1,1401.0,1503.9,1515.2,1445.4,1685.5,1513.4,1520.8,1501.4,1516.3,1511.3,1507.3,1521.2,1522.7,1511.0,1462.8,1462.4,1515.3,1463.6,1512.5,1511.7,1243.9,1441.3,1513.7,1137.7,1494.8,1455.6,1495.1,1428.0,1514.6,1485.2,1466.1,1485.2,1511.5,1470.2,1500.4,1502.2,1501.0,1510.4,1261.3,1471.0,1474.5,1447.8,1287.5,1209.8,1345.6,1204.7,1355.9,1318.7,1312.6,1437.2,1428.7,1382.6,1431.8,1434.4,1502.8,1451.1,1506.3,1463.5,1298.4,1385.4,1451.2,1481.6,1466.8,1483.9,1448.3,1527.1,1501.3,1505.0,1522.5,1516.8,2016-01-02 10:55:00
1520.6,1479.3,1455.1,1414.8,1355.2,1478.0,1520.3,1525.3,1485.5,1405.6,1522.3,1268.0,1515.3,1499.0,1516.6,1516.7,1396.6,1517.1,1503.7,1316.6,1672.8,1488.7,1514.1,1466.9,1502.8,1446.3,1472.9,1513.8,1476.1,1479.4,1489.6,1510.3,1459.7,1311.9,1456.0,1484.6,1424.7,1505.3,1514.3,866.54,1504.6,1477.4,1432.9,1327.1,1499.9,1355.9,1479.1,1450.1,1471.7,1415.7,1514.6,1512.2,1490.8,1513.1,1407.9,1491.7,1472.8,1442.3,1415.2,1357.3,1424.2,1338.0,1308.3,1371.9,1261.4,1371.8,1353.5,1030.8,1285.8,1371.9,1398.9,1401.1,1452.7,1161.5,1221.1,1437.4,1378.6,1423.3,1416.1,1456.6,1491.1,1495.0,1345.1,1475.5,1438.8,1466.7,2016-01-02 11:00:00
1514.1,1505.3,1446.5,1270.2,1308.8,1490.7,1520.3,1455.3,1323.9,1113.2,1501.2,1079.1,1507.5,1351.1,1423.8,1509.0,1392.2,1336.8,1370.5,914.86,1588.7,1367.4,1341.5,1075.1,1479.3,1167.1,1205.8,1475.1,1293.6,1280.2,1245.7,1353.4,1254.1,966.25,1300.5,1360.1,1247.1,1447.1,1476.4,812.39,1444.8,1259.0,1331.2,1056.7,1436.6,1126.5,1362.1,1298.8,1334.4,1279.3,1393.8,1397.9,1391.3,1398.9,1155.1,1351.9,1362.5,1347.4,1349.2,1358.7,1321.6,1371.1,1372.2,1407.6,1357.2,1456.3,1419.9,1385.6,1436.9,1425.7,1494.2,1481.0,1459.4,1363.3,1225.2,1493.6,1476.3,1490.0,1491.9,1503.0,1497.3,1510.1,1366.7,1457.2,1385.8,1389.1,2016-01-02 11:05:00
1515.8,1393.6,1428.6,1371.1,1163.5,1484.2,1506.2,1477.4,1490.0,1415.1,1480.3,1112.0,1397.6,1367.3,1454.2,1506.9,1387.8,1280.9,1479.2,1092.2,1659.1,1450.1,1408.7,1131.4,1510.3,1338.6,1423.4,1471.5,1450.0,1477.0,1128.8,1231.6,1393.7,1207.9,1418.2,1459.5,1072.4,1314.1,1412.3,972.02,1339.5,1094.9,1280.5,979.92,1349.8,994.93,1164.6,1038.6,1215.1,946.62,1241.3,1287.0,1125.7,1248.6,1056.7,1171.3,1282.8,1286.7,1343.6,1407.9,1291.8,1423.6,1325.7,1329.0,1308.5,1406.0,1380.7,1417.4,1411.6,1436.8,1485.6,1423.8,1437.7,1408.3,1238.0,1288.6,1179.1,1316.5,1340.1,1413.0,1369.9,1490.2,1431.4,1396.5,1273.9,1298.4,2016-01-02 11:10:00
1426.8,1117.3,1328.3,1140.4,1120.8,1401.8,1319.3,1499.4,1440.1,1388.8,1437.1,1017.9,1124.7,1332.3,1497.8,1420.6,1383.4,1072.1,1456.3,947.53,1540.1,1348.5,1361.7,1357.8,1431.0,1355.7,1386.1,1382.8,1474.6,1412.9,1333.8,1414.5,1375.0,976.88,1356.7,1394.2,1122.5,1333.7,1397.4,954.06,1321.2,1131.4,1260.2,1102.0,1369.4,1079.4,1106.4,1234.8,1329.7,1216.5,1316.5,1385.0,1355.3,1430.7,1170.9,1439.5,1464.5,1423.6,1228.4,1327.2,1258.8,1286.8,1373.1,1334.0,1205.0,1192.3,1183.6,1155.4,1229.8,1282.3,1300.1,1289.1,1171.6,948.21,813.12,1309.1,1111.9,1310.6,1212.7,1229.0,1281.0,1383.3,1140.0,1241.7,1087.3,1174.7,2016-01-02 11:15:00
1479.5,1121.3,1408.3,1131.0,1200.0,1462.3,1473.2,1521.5,1453.3,1420.0,1491.0,1086.9,1217.0,1253.1,1494.0,1457.4,1379.0,1090.6,1437.3,952.41,1569.3,1391.8,1331.8,1309.3,1461.9,1239.3,1383.7,1347.4,1400.0,1309.3,1257.4,1462.1,1349.7,1023.1,1346.8,1421.5,1120.1,1353.8,1480.5,1067.2,1346.5,1311.1,1352.4,1188.2,1457.6,1221.8,1260.0,1238.2,1389.6,1323.3,1432.5,1372.9,1389.4,1445.6,1343.3,1440.0,1476.6,1468.0,1360.6,1392.3,1306.0,1370.6,1350.8,1246.4,1133.1,1277.7,1240.9,1091.3,1206.3,1151.2,1388.1,1195.1,1302.7,1238.6,856.82,1199.7,1054.1,1201.6,1259.3,1259.2,1273.6,1356.1,1236.9,1331.7,1273.3,1406.4,2016-01-02 11:20:00
1521.9,1210.6,1477.0,1229.5,1304.9,1497.1,1511.5,1517.2,1497.8,1473.3,1511.4,1121.6,1269.7,1337.5,1514.8,1493.9,1374.6,1130.8,1483.1,1057.3,1577.0,1444.9,1375.3,1304.1,1466.8,1286.1,1413.5,1414.3,1431.6,1339.7,1376.6,1483.9,1393.3,883.64,1368.7,1472.0,1248.4,1453.3,1469.1,1129.4,1435.0,1227.0,1229.8,960.03,1402.5,1017.7,1297.3,1178.3,1327.4,1033.2,1405.6,1334.6,1294.9,1365.3,1297.0,1380.5,1390.5,1263.4,1245.4,1336.2,1110.4,1291.6,1193.7,1160.2,1094.6,1143.6,1216.5,1137.1,1260.3,1266.4,1374.8,1260.4,1166.9,1312.5,977.37,1255.2,965.65,1223.3,1251.3,1299.4,1269.0,1458.6,1312.8,1279.8,1301.5,1230.9,2016-01-02 11:25:00
1496.0,1304.2,1320.2,1199.7,1365.8,1471.3,1461.7,1516.2,1512.6,1496.8,1496.8,1418.0,1382.5,1355.7,1428.2,1471.7,1370.2,1129.0,1464.3,943.34,1423.6,1244.3,1357.6,1454.4,1322.2,1039.2,1395.2,1365.4,1446.2,1304.9,1404.5,1424.5,1222.5,666.38,1306.7,1424.9,1124.5,1344.2,1162.4,1433.4,1396.7,1180.2,1198.0,579.51,976.72,824.28,1285.8,1069.5,1229.8,831.62,1267.8,1220.3,1161.9,1199.9,1079.2,1256.5,1224.1,1258.5,1277.7,1063.8,1221.0,1324.2,1168.1,1158.3,1084.5,1256.8,1260.5,1341.9,1280.1,1429.6,1351.0,1338.0,1165.3,1316.2,1100.5,1151.6,891.57,1123.1,1015.6,1284.7,1298.4,1393.3,1331.8,1243.6,1269.8,1210.2,2016-01-02 11:30:00
1481.9,1407.6,1138.1,1262.8,1244.3,1443.9,1445.7,1505.3,1453.8,1431.9,1445.4,1411.1,1369.1,1290.5,1224.0,1378.0,1365.8,1147.6,1357.0,988.13,1369.9,1116.7,1295.8,1281.3,1293.0,705.86,1228.8,1189.6,1322.6,1219.3,1192.9,1338.1,911.62,600.55,1213.5,1299.3,846.43,1106.6,1059.3,1243.8,1340.3,1106.2,1197.9,533.26,1056.9,842.65,1236.4,1140.2,1243.6,880.24,1356.4,1247.1,1156.2,1262.2,1129.4,1340.4,1392.5,1371.3,1356.9,1208.9,1242.4,1329.5,1133.4,1158.6,1100.4,1227.6,1190.4,1226.7,1193.7,1354.3,1282.5,1285.4,1099.2,1258.1,1123.2,1115.0,929.52,1120.5,965.46,1257.3,1248.9,1384.3,1299.8,1179.1,1263.5,1159.8,2016-01-02 11:35:00
1483.1,1338.5,1125.1,1236.6,1117.5,1389.6,1412.5,1521.5,1393.0,1369.0,1407.7,1296.0,1297.2,1110.4,1101.6,1370.5,1361.4,1173.6,1237.5,1042.5,1407.7,1089.5,1403.9,1284.8,1338.3,814.3,1330.9,1301.4,1425.0,1293.1,1300.4,1385.8,1099.9,690.76,1322.3,1407.3,963.81,1317.7,1285.1,1148.4,1427.2,1209.0,1304.8,787.07,1260.7,966.12,1323.0,1254.6,1349.8,986.74,1403.8,1351.6,1332.9,1295.6,1226.9,1390.7,1414.7,1410.4,1321.1,1305.5,1255.8,1341.6,1033.3,1166.9,1074.5,1184.5,1151.7,1164.7,1176.3,1277.1,1211.8,1231.7,1107.5,1218.2,1089.4,1086.1,861.54,1046.0,917.65,1215.9,1185.6,1304.4,1181.3,1107.3,1176.7,1071.4,2016-01-02 11:40:00
1481.5,1281.4,1321.1,1116.3,1179.9,1455.7,1480.7,1494.6,1337.0,1317.8,1493.9,1156.9,1325.2,1074.9,1226.8,1478.2,1357.0,1061.9,1406.3,769.43,1444.3,1194.4,1376.5,1332.5,1355.6,1254.6,1431.2,1386.1,1403.8,1329.4,1326.7,1402.8,1344.1,923.53,1283.4,1425.9,1222.5,1430.6,1383.0,1382.1,1437.3,1227.9,1348.9,819.76,1239.5,1254.3,1308.0,1331.9,1354.0,1102.3,1386.7,1379.4,1390.1,1364.2,1182.0,1398.8,1403.7,1394.5,1287.3,1269.1,1293.8,1365.7,1188.3,1185.6,1077.2,1297.2,1299.1,1127.6,1231.7,1087.8,1270.0,1211.8,987.52,977.72,636.22,1012.2,841.66,977.91,868.53,1112.3,1020.5,1154.1,1174.6,1148.9,1292.0,1256.3,2016-01-02 11:45:00
1454.5,1277.8,1422.2,1258.1,1294.6,1408.6,1404.0,1500.7,1270.1,1206.2,1428.0,1012.8,1217.6,1347.0,1423.5,1314.1,1352.6,1143.5,1323.9,1108.6,1318.5,1274.5,1175.5,1290.6,1283.4,1195.3,1297.7,1352.6,1357.9,1260.8,1196.5,1213.7,1247.8,637.08,1144.0,1333.9,1095.3,1307.2,1459.3,1397.3,1396.2,1261.0,1218.3,1071.6,1413.8,1030.7,1260.1,1176.7,1303.6,1124.8,1283.3,1283.2,1259.6,1296.4,1236.0,1338.7,1398.5,1302.3,1212.3,1285.3,1181.2,1258.2,1147.6,1228.3,1196.3,1219.1,1180.1,1150.5,1186.4,1268.0,1222.6,1218.0,1026.7,1176.5,985.77,1160.0,961.74,1096.8,1057.1,1167.9,1089.5,1235.7,1162.7,1169.7,1274.5,1275.5,2016-01-02 11:50:00
1483.7,1358.1,1320.7,1214.0,1213.6,1411.6,1386.5,1493.3,1413.8,1376.2,1422.3,1215.4,1296.5,1320.2,1459.2,1410.2,1348.2,1259.3,1375.4,1028.9,1493.6,1302.8,1318.5,1295.0,1384.6,1260.8,1326.9,1303.2,1378.2,1373.2,1313.7,1397.7,1328.9,1131.3,1375.6,1418.6,1187.9,1381.9,1420.9,1234.2,1382.2,1306.0,1475.9,1137.7,1362.6,1428.9,1447.4,1474.1,1446.6,1329.6,1153.5,1326.0,1397.0,1285.7,1207.3,1350.0,1468.8,1498.4,1480.7,1453.3,1495.5,1410.5,1380.2,1351.4,1324.1,1311.3,1295.8,1212.4,1249.3,1309.4,1239.4,1288.3,1104.4,1264.9,1133.1,1291.0,1301.0,1301.4,1045.2,1099.3,1187.1,1188.0,1113.1,1302.6,1280.2,1285.9,2016-01-02 11:55:00
1481.2,1447.0,1483.4,1456.3,1458.0,1346.0,1457.6,1522.9,1326.9,1181.2,1497.4,996.25,1448.1,1437.5,1435.0,1511.3,1343.8,1400.6,1388.1,1264.1,1546.4,1399.0,1480.7,1445.0,1518.6,1496.9,1418.2,1501.2,1515.3,1513.3,1419.7,1394.4,1457.7,1439.8,1490.8,1511.6,1282.1,1464.6,1519.6,1334.7,1504.5,1511.1,1496.0,1508.7,1516.0,1479.7,1493.7,1457.9,1502.2,1501.2,1452.5,1477.7,1505.7,1509.0,1505.7,1511.8,1510.9,1507.6,1459.7,1477.3,1489.1,1475.9,1510.3,1479.1,1462.5,1468.0,1465.4,1453.4,1488.5,1492.0,1468.7,1497.9,1469.6,1464.2,1484.7,1371.1,1461.5,1340.2,1259.7,1435.5,1389.4,1371.4,1083.1,1247.9,978.49,1269.6,2016-01-02 12:00:00
1524.0,1493.9,1504.1,1428.0,1462.0,1466.2,1514.0,1525.2,1413.3,1314.2,1522.8,1394.8,1492.4,1449.7,1482.8,1519.8,1339.4,1523.3,1464.4,1405.0,1682.8,1475.2,1518.7,1501.2,1516.7,1520.0,1517.3,1509.5,1524.4,1495.9,1525.0,1468.9,1480.7,1503.4,1501.0,1466.8,1507.3,1513.8,1479.2,1203.6,1516.3,1446.0,1479.5,1500.6,1517.2,1514.0,1489.9,1484.0,1505.2,1508.6,1382.5,1467.2,1512.8,1518.4,1505.7,1516.1,1515.8,1522.0,1513.7,1506.8,1494.5,1510.7,1518.6,1492.0,1482.5,1496.6,1490.5,1497.1,1494.7,1514.6,1468.2,1341.2,1415.9,1331.9,1315.9,1393.8,1398.5,1450.8,1375.8,1427.9,1477.8,1485.7,1282.0,1396.6,1383.5,1471.3,2016-01-02 12:05:00
