kW_Turbine1,kW_Turbine2,kW_Turbine3,kW_Turbine4,kW_Turbine5,kW_Turbine6,kW_Turbine7,kW_Turbine8,kW_Turbine9,kW_Turbine10,kW_Turbine11,kW_Turbine12,kW_Turbine13,kW_Turbine14,kW_Turbine15,kW_Turbine16,kW_Turbine17,kW_Turbine18,kW_Turbine19,kW_Turbine20,kW_Turbine21,kW_Turbine22,kW_Turbine23,kW_Turbine24,kW_Turbine25,kW_Turbine26,kW_Turbine27,kW_Turbine28,kW_Turbine29,kW_Turbine30,kW_Turbine31,kW_Turbine32,kW_Turbine33,kW_Turbine34,kW_Turbine35,kW_Turbine36,kW_Turbine37,kW_Turbine38,kW_Turbine39,kW_Turbine40,kW_Turbine41,kW_Turbine42,kW_Turbine43,kW_Turbine44,kW_Turbine45,kW_Turbine46,kW_Turbine47,kW_Turbine48,kW_Turbine49,kW_Turbine50,kW_Turbine51,kW_Turbine52,kW_Turbine53,kW_Turbine54,kW_Turbine55,kW_Turbine56,kW_Turbine57,kW_Turbine58,kW_Turbine59,kW_Turbine60,kW_Turbine61,kW_Turbine62,kW_Turbine63,kW_Turbine64,kW_Turbine65,kW_Turbine66,kW_Turbine67,kW_Turbine68,kW_Turbine69,kW_Turbine70,kW_Turbine71,kW_Turbine72,kW_Turbine73,kW_Turbine74,kW_Turbine75,kW_Turbine76,kW_Turbine77,kW_Turbine78,kW_Turbine79,kW_Turbine80,kW_Turbine81,kW_Turbine82,kW_Turbine83,kW_Turbine84,kW_Turbine85,kW_Turbine86,timestamp
983.79,1093.6,1161.0,1013.2,1110.2,929.82,693.4,990.11,915.04,1114.9,543.43,851.18,973.15,894.01,1119.2,964.54,585.77,709.5,697.01,673.16,766.06,588.51,865.0,644.82,898.18,861.4,839.41,1071.1,1153.6,964.27,1092.0,922.7,1084.0,738.03,809.74,782.03,863.35,828.63,883.46,326.05,565.33,740.59,934.26,1058.4,895.23,362.33,593.05,498.6,682.93,798.22,737.07,183.57,777.96,577.35,1071.7,406.27,518.29,671.4,588.44,725.87,613.05,887.45,859.62,727.18,761.37,909.72,612.35,675.45,954.87,974.36,758.78,452.66,536.5,578.62,498.43,721.89,604.94,587.98,528.62,776.49,747.43,654.54,570.5,653.08,752.47,761.34,2016-01-06 18:40:00
1040.1,1033.4,968.48,1102.7,1019.2,754.81,853.19,1008.2,944.04,1110.7,507.77,693.24,863.7,1008.4,1212.0,823.12,576.65,796.36,750.59,739.39,703.74,688.24,713.1,689.44,948.1,1031.1,669.24,988.71,862.27,810.7,685.94,681.42,796.82,755.2,945.94,920.51,873.01,898.89,801.9,229.91,909.44,755.87,964.61,965.76,914.82,525.17,710.27,625.84,718.56,882.94,504.0,435.25,685.78,620.86,820.4,401.44,539.18,465.91,656.41,660.08,500.16,640.39,678.34,671.16,592.32,837.34,537.84,611.58,799.03,743.02,660.73,532.13,338.66,623.86,496.45,702.11,575.24,663.24,330.7,768.74,749.37,681.06,427.49,646.08,636.82,698.12,2016-01-06 18:45:00
1020.3,1078.4,1022.4,926.19,943.74,324.03,866.57,1008.3,1101.7,1056.8,706.41,1017.9,596.69,981.94,1177.0,729.25,567.53,688.74,715.86,636.41,452.27,877.42,448.8,619.07,674.51,659.23,601.34,902.95,944.34,428.61,646.23,802.23,587.74,875.08,822.6,1031.5,713.44,783.67,573.74,150.66,698.83,684.1,769.8,1081.5,930.91,818.28,1029.9,806.53,804.45,994.05,610.78,741.87,736.83,707.78,642.12,484.86,900.16,731.21,892.38,707.44,478.18,544.18,365.78,512.33,572.67,642.95,609.64,287.44,636.91,383.13,447.92,569.95,303.88,260.56,444.37,688.73,577.01,689.07,276.99,728.66,629.37,429.52,346.55,448.92,206.57,484.1,2016-01-06 18:50:00
889.71,946.72,1036.0,998.97,917.82,251.56,822.2,742.35,976.13,1011.0,721.75,906.22,451.86,762.0,1073.4,726.34,558.42,600.45,683.43,737.64,430.66,971.22,405.52,492.7,680.42,677.38,546.9,624.53,899.49,323.09,785.54,846.34,820.42,929.38,484.63,765.09,449.32,737.09,867.66,98.28,618.81,705.51,667.12,632.64,867.63,702.45,650.76,663.99,724.93,837.98,353.29,768.02,807.39,430.65,372.73,555.59,653.4,463.25,639.66,402.31,487.3,352.3,240.46,339.4,338.73,349.03,328.44,88.99,274.12,112.23,131.05,387.2,269.1,203.13,130.53,642.0,282.98,537.04,91.73,527.71,548.95,263.44,64.8,143.29,19.59,346.93,2016-01-06 18:55:00
840.67,919.0,1011.6,966.22,952.18,349.98,699.24,559.15,967.21,1042.0,765.49,892.05,511.47,599.27,1019.9,649.87,549.3,817.98,730.84,849.89,522.94,775.13,522.38,598.65,613.86,788.2,675.23,595.84,764.48,405.95,876.24,702.77,789.87,878.31,488.62,591.93,411.18,756.22,730.21,139.64,528.48,567.37,505.53,602.51,819.98,554.17,488.75,562.44,440.07,726.91,295.68,538.52,579.85,387.41,237.4,470.83,453.74,290.03,430.36,202.63,314.84,258.11,195.38,198.34,120.37,170.03,96.26,8.45,90.43,44.02,39.42,94.46,234.32,145.7,26.48,198.12,218.37,406.37,85.90700000000001,376.28,403.61,198.13,48.773,95.633,31.755,209.75,2016-01-06 19:00:00
870.5,918.76,898.48,856.81,724.24,624.51,756.34,465.97,814.9,919.88,837.4,775.08,720.3,477.14,830.18,660.64,540.19,635.76,728.29,609.89,686.82,623.93,507.88,540.91,584.2,526.06,482.36,649.33,543.98,327.48,636.07,360.66,441.39,714.26,382.79,406.8,194.99,428.13,445.27,176.19,387.19,216.61,388.75,492.01,567.97,365.68,339.57,392.42,260.02,541.13,248.03,298.4,293.26,198.5,107.75,296.73,295.12,223.68,219.74,106.71,146.02,203.33,141.98,144.93,85.41,146.61,156.9,86.34,107.48,109.01,63.75,11.59,199.54,88.27,22.71,153.59,153.76,275.7,80.083,224.84,258.26,132.82,32.747,47.977,43.92,72.58,2016-01-06 19:05:00
765.83,849.28,789.94,704.95,511.47,609.96,673.7,403.71,703.96,781.42,783.17,654.72,601.25,306.66,719.23,557.21,531.07,484.77,668.16,409.18,494.74,497.92,403.5,328.4,449.1,347.09,295.22,485.34,358.07,207.1,394.23,177.97,328.42,447.08,203.0,264.6,47.3,132.48,312.78,123.31,281.22,46.98,189.65,375.03,394.8,110.26,283.94,134.81,90.19,328.24,172.21,51.91,84.18,104.86,85.58,229.64,266.12,245.71,206.75,124.8,173.83,200.64,120.02,128.88,84.06,135.74,66.77,79.067,71.96,24.8,33.87,40.31,164.76,7.33,73.48,109.06,89.15,145.04,74.26,73.41,112.92,67.51,16.72,0.32,47.11600000000001,72.423,2016-01-06 19:10:00
685.66,783.58,803.68,676.88,318.98,354.9,480.53,346.27,646.11,737.13,569.28,542.61,316.48,89.35,592.29,421.55,521.95,465.25,435.11,153.28,279.1,287.66,399.38,96.35,232.08,298.32,93.12,254.27,234.29,140.08,116.49,34.08,307.07,235.75,171.85,249.8,65.5,43.58,323.52,116.85,235.54,39.49,73.99,369.3,404.63,125.75,229.12,131.49,68.11,279.42,188.3,87.35,43.53,126.49,69.24,146.37,223.75,200.96,76.55,50.96,124.18,105.89,51.46,85.54,58.1,47.35,24.05,71.795,3.21,13.68,46.577,21.44,129.98,30.307,0.0,64.53,81.515,14.37,0.0,8.11,18.54,0.75,13.29,0.0,50.31100000000001,72.267,2016-01-06 19:15:00
592.44,620.47,599.36,319.5,114.42,393.8,472.36,341.12,541.45,637.68,421.44,344.61,387.58,99.76,452.06,381.22,512.84,468.56,527.23,61.92,306.2,204.63,421.46,75.31,265.07,363.01,86.46,268.15,284.32,240.66,82.09,52.27,284.32,216.96,253.15,285.26,79.06,39.81,240.55,208.1,203.89,38.13,200.57,288.03,306.19,102.12,151.46,90.6,134.25,125.47,152.14,85.61,136.76,80.51,73.2,112.33,148.31,123.9,80.48,51.16,75.06,103.46,93.82,73.07,38.1,76.53,50.32,64.523,46.48,67.48,59.283,9.9,95.2,53.283,58.99,2.87,73.88,0.0,14.05,7.49,0.0,22.32,46.53,25.71,53.507,72.11,2016-01-06 19:20:00
393.02,420.11,401.48,202.25,228.83,393.01,399.86,260.67,439.99,475.28,421.38,338.93,373.5,177.19,266.71,396.1,503.72,387.26,400.31,101.34,223.23,144.66,289.54,67.09,395.13,358.67,69.79,293.2,239.86,268.97,61.98,70.07,214.95,122.76,171.08,164.26,99.12,42.0,182.85,205.83,150.36,61.19,74.85,224.74,178.53,39.79,110.56,41.19,20.06,98.95,77.48,5.28,34.4,58.1,107.4,108.52,143.05,109.87,104.1,65.53,103.08,100.05,97.77,67.58,82.43,96.19,92.13,57.25,67.48,68.17,71.99,52.72,55.66,76.26,94.65,19.46,66.245,27.03,58.34,16.94,28.39,74.81,35.55,36.98,56.703,71.953,2016-01-06 19:25:00
300.13,308.3,290.52,219.49,145.94,276.44,269.36,205.3,275.36,283.61,288.33,257.83,186.3,64.32,136.02,262.02,494.61,187.2,165.57,50.38,116.88,61.71,204.0,61.09,155.7,214.23,59.54,119.7,156.09,131.99,71.98,98.94,174.63,91.04,115.55,126.19,137.05,85.11,201.42,253.7,152.54,103.11,94.47,222.32,223.19,111.08,174.54,107.6,62.57,182.46,136.91,102.86,35.61,102.62,131.33,150.93,167.36,143.18,130.65,91.91,102.9,146.3,121.06,80.97,69.45,70.39,82.49,56.26,63.16,58.84,49.09,61.85,52.21,48.26,49.96,50.58,58.61,41.88,31.71,54.35,66.31,42.01,32.09,31.88,59.898999999999994,71.797,2016-01-06 19:30:00
192.66,131.24,172.75,114.64,56.34,144.35,144.93,78.69,115.72,144.03,132.0,119.17,69.55,44.86,87.3,126.1,485.49,152.16,143.48,62.37,114.73,68.31,193.31,76.41,64.27,196.06,81.0,88.16,164.57,85.56,89.39,114.91,168.71,99.28,96.6,122.87,98.25,82.28,227.36,193.73,174.51,92.12,109.2,249.86,216.26,120.09,207.63,99.31,178.19,196.81,161.92,138.81,115.72,122.44,126.28,159.33,185.23,167.28,194.56,100.56,175.44,186.85,144.22,136.87,63.5,99.54,127.2,93.75,95.43,94.1,88.56,53.05,109.19,102.32,86.05,57.22,81.78,67.67,62.7,49.06,59.78,55.25,66.19,48.19,63.093999999999994,71.64,2016-01-06 19:35:00
108.97,85.9,180.4,79.36,65.14,118.69,74.09,99.96,142.71,176.28,74.25,140.61,94.21,90.98,78.65,86.42,476.37,169.27,169.29,73.42,126.64,56.95,156.69,68.39,93.03,158.16,52.6,91.56,130.31,108.64,51.68,66.92,145.21,93.58,83.41,100.51,60.22,45.18,187.33,187.84,137.62,51.26,105.15,180.15,141.73,87.3,150.16,40.45,112.67,133.25,86.8,83.17,108.77,62.28,84.78,136.97,126.98,102.98,129.74,55.16,91.17,118.69,107.52,85.78,64.52,79.8,109.45,91.09,88.5,80.58,90.87,52.99,95.75,105.64,78.37,53.26,50.0,37.79,36.59,38.96,61.88,36.79,60.78,45.08,66.29,71.483,2016-01-06 19:40:00
132.95,95.53,134.03,97.88,101.81,149.43,97.05,69.07,106.78,122.77,102.29,104.35,70.9,113.0,65.36,101.49,467.26,124.45,124.81,100.51,80.96,71.48,127.77,90.78,94.33,123.24,74.79,70.84,83.63,98.75,82.58,92.61,105.71,72.84,73.19,60.94,100.6,86.98,168.54,196.49,137.12,81.16,41.15,162.37,123.82,32.34,148.71,22.91,40.11,123.2,81.05,26.43,47.71,40.6,106.69,140.37,132.47,106.84,157.59,114.33,71.34,152.41,127.83,97.48,69.12,119.26,141.23,97.39,109.44,110.98,106.69,79.11,75.13,115.97,105.31,63.62,93.84,47.0,61.9,60.77,65.46,57.88,81.62,60.76,71.02,71.327,2016-01-06 19:45:00
84.46,73.91,150.5,117.61,95.64,89.67,61.95,59.33,96.83,117.43,89.52,85.34,60.4,129.14,109.63,86.71,458.14,147.67,128.99,118.87,119.17,105.96,176.13,133.4,84.27,163.2,110.44,93.84,133.67,104.21,123.57,119.92,161.61,113.22,97.94,100.39,141.95,134.38,276.32,188.3,203.7,126.79,64.33,237.56,203.42,88.29,202.09,79.11,88.2,191.46,162.61,59.95,81.93,91.42,145.98,186.58,174.78,161.63,223.7,173.6,146.66,200.86,144.1,182.41,154.42,217.16,208.78,97.57,167.24,151.55,172.39,114.69,68.66,146.84,135.12,99.23,128.02,84.73,75.68,83.92,96.22,84.75,77.43,72.32,81.93,71.17,2016-01-06 19:50:00
136.59,119.77,206.02,158.15,137.91,142.08,121.68,102.05,157.17,184.89,88.46,125.15,89.59,156.5,176.21,124.01,449.03,173.13,187.32,148.01,120.12,147.54,165.72,140.84,97.5,158.82,138.13,107.07,116.74,114.97,176.08,168.0,157.53,96.3,108.72,98.65,186.55,167.65,233.94,170.86,192.92,171.63,137.31,221.9,185.77,106.32,213.56,97.11,149.62,196.7,164.79,92.16,170.54,108.3,170.1,147.49,184.87,173.26,256.26,180.5,152.87,211.17,164.67,176.86,160.85,226.63,253.06,105.1,164.53,179.14,141.23,120.81,66.27,122.06,123.79,110.41,133.6,96.53,83.0,87.95,104.81,72.76,85.02,79.63,82.07,77.19,2016-01-06 19:55:00
142.87,141.23,286.32,264.18,265.81,137.65,113.26,117.36,202.42,276.04,111.91,157.26,105.85,245.39,305.52,106.06,439.91,214.48,275.24,242.05,123.45,228.11,165.78,208.66,121.7,202.52,216.73,138.38,177.71,142.69,257.6,216.51,197.31,137.53,127.64,159.78,213.93,214.57,291.34,194.19,279.19,221.54,173.99,274.48,251.14,138.81,253.47,148.66,146.67,279.82,176.95,121.47,142.0,135.0,235.84,233.15,206.41,167.84,289.11,263.44,184.45,336.59,202.24,207.35,159.62,217.16,297.64,121.76,166.73,170.21,177.23,134.08,108.28,182.49,153.88,152.64,175.77,170.25,141.44,147.77,159.42,118.11,133.99,147.31,136.4,138.01,2016-01-06 20:00:00
214.74,155.9,286.88,291.45,285.75,227.3,164.1,147.42,233.85,263.06,160.98,217.47,143.29,278.36,298.44,163.8,430.79,202.34,266.56,271.49,174.26,240.66,207.82,191.32,176.32,227.28,208.35,150.03,190.08,159.09,261.25,208.35,157.54,151.25,97.97,142.35,237.34,227.66,258.74,227.84,267.29,215.58,98.15,201.23,173.72,92.68,188.38,135.75,78.73,232.91,170.41,74.18,83.89,118.25,236.24,215.67,158.27,162.76,225.71,224.77,140.75,294.92,186.5,181.05,164.77,206.36,301.68,149.9,208.55,193.41,243.14,136.22,164.47,241.26,171.18,201.71,198.1,204.61,187.46,209.78,201.8,107.7,159.33,185.98,182.81,176.38,2016-01-06 20:05:00
301.18,266.58,392.49,372.9,362.82,344.77,203.68,222.47,311.08,382.99,247.96,292.25,223.16,277.74,336.64,179.14,421.68,247.91,267.63,315.11,185.51,250.08,235.16,259.5,145.35,196.59,265.01,136.22,144.38,116.81,222.77,208.53,142.21,154.04,99.56,120.18,231.84,198.2,262.23,165.9,243.57,183.11,95.37,230.25,214.27,132.31,223.45,158.69,119.77,263.53,173.62,136.01,113.48,133.09,202.39,255.14,176.78,172.53,238.99,204.17,142.44,249.73,219.26,209.29,198.44,223.6,321.69,232.39,233.79,238.0,234.46,163.39,173.77,249.69,198.63,209.94,224.2,200.08,216.6,214.74,190.34,112.64,185.0,194.16,173.59,191.0,2016-01-06 20:10:00
269.77,187.6,340.14,340.0,350.33,298.32,208.03,150.88,250.64,338.52,222.94,227.71,175.16,297.19,285.18,181.71,412.56,250.6,269.23,327.51,189.26,273.2,290.35,301.77,127.93,263.81,313.63,172.45,222.95,165.65,286.46,236.62,230.73,206.63,177.66,188.31,242.04,262.89,313.48,173.66,316.89,278.02,143.35,285.53,277.99,157.37,318.85,187.8,144.83,285.89,218.0,142.44,140.49,144.03,288.79,337.73,237.92,244.88,349.83,281.78,171.51,294.44,317.21,254.0,247.68,319.74,395.29,321.49,303.26,384.74,280.5,219.4,212.72,318.6,278.08,283.83,270.8,277.87,291.69,281.57,274.31,203.5,241.18,233.12,254.04,250.82,2016-01-06 20:15:00
270.11,168.43,343.35,310.69,296.58,276.06,211.01,199.84,305.51,346.9,197.67,273.61,167.14,243.5,324.47,197.27,403.44,298.4,317.9,280.76,171.25,208.02,252.39,299.93,197.93,227.47,249.9,165.06,209.38,217.27,264.76,179.73,232.65,151.22,169.43,185.81,179.02,221.16,261.2,211.19,284.85,238.23,135.23,288.33,214.89,157.72,280.88,155.29,113.15,234.48,232.45,123.49,122.51,137.66,278.51,288.97,179.82,224.55,295.86,258.15,183.85,299.65,276.74,233.52,217.33,328.61,365.94,302.95,257.34,380.03,282.66,183.21,174.5,218.96,238.83,237.12,229.1,222.26,243.55,244.79,222.18,225.75,206.1,190.89,217.24,218.47,2016-01-06 20:20:00
279.13,242.27,470.91,465.77,451.26,327.32,224.58,257.38,380.36,472.24,271.69,372.49,253.0,325.94,432.18,222.53,394.33,399.54,408.25,351.58,258.72,229.3,335.33,377.56,213.88,280.64,308.58,196.5,248.33,258.32,308.11,177.39,228.29,189.24,182.57,220.57,187.87,237.21,300.93,311.38,317.02,247.82,130.43,311.2,249.69,205.01,314.99,200.52,141.77,239.59,198.46,159.96,160.34,139.2,256.25,318.88,259.52,291.56,295.53,301.1,195.03,257.24,299.43,248.13,231.87,288.89,385.81,313.51,284.39,354.77,262.6,200.53,189.11,283.64,241.58,265.92,243.45,260.41,275.98,276.97,220.39,172.25,218.82,232.84,247.26,254.07,2016-01-06 20:25:00
258.94,242.99,360.43,378.06,393.1,289.95,202.13,226.42,302.99,367.2,194.18,302.25,215.86,340.12,378.99,206.84,385.21,197.91,306.21,343.45,205.94,208.12,226.58,296.97,185.04,165.45,218.59,116.5,162.97,169.46,249.55,145.19,175.31,131.72,126.2,154.86,171.16,202.98,218.41,241.72,225.95,200.23,147.34,225.38,208.24,158.27,241.29,161.24,155.15,232.36,205.63,148.99,148.88,163.95,227.47,269.27,150.69,172.63,256.33,221.23,179.31,248.79,212.91,208.06,181.38,256.9,284.06,233.77,170.55,256.84,208.14,169.32,128.59,165.67,247.0,239.24,216.03,227.87,255.73,252.41,202.08,262.48,157.15,186.95,225.04,181.81,2016-01-06 20:30:00
217.65,175.52,244.45,235.37,246.02,202.76,179.62,187.04,229.5,246.55,121.96,221.06,168.64,259.74,255.79,167.65,376.1,113.28,135.59,190.22,192.99,228.82,206.53,231.14,132.96,140.72,132.77,149.46,147.41,137.81,157.44,160.06,119.95,138.21,121.87,104.09,177.62,86.9,185.87,299.47,167.8,66.87,108.16,154.13,189.11,115.45,147.96,106.72,78.86,175.19,155.05,98.8,101.23,115.73,203.96,151.06,147.9,117.01,179.5,166.26,117.25,158.4,134.46,157.49,138.85,177.75,193.84,138.47,99.3,154.41,151.99,145.21,110.26,122.72,209.13,174.62,181.21,181.67,232.38,177.98,179.64,288.56,152.72,182.0,200.18,150.69,2016-01-06 20:35:00
235.26,200.57,226.75,236.86,235.61,193.97,222.94,177.56,214.09,223.12,184.72,214.12,155.79,238.46,243.53,207.94,366.98,151.75,109.55,113.17,171.78,184.87,215.74,155.66,181.13,146.24,151.91,155.92,137.95,150.51,162.0,213.4,116.91,130.88,126.01,103.66,119.24,81.36,145.81,287.25,168.66,65.96,153.17,136.6,150.97,110.43,119.4,115.23,158.37,123.4,116.05,138.88,166.18,105.22,177.79,123.25,112.54,117.04,117.35,130.31,109.25,120.86,71.7,140.29,142.6,131.43,146.09,90.22,88.97,108.13,125.48,148.67,64.08,91.62,183.11,231.26,159.95,188.44,161.5,228.18,178.53,167.11,142.53,127.01,167.6,157.0,2016-01-06 20:40:00
346.35,325.25,386.6,380.81,383.75,375.12,294.81,257.42,342.0,358.76,297.09,333.83,293.43,326.05,302.44,272.67,357.86,293.43,269.07,339.27,243.06,316.97,264.52,267.12,224.49,235.58,271.49,187.91,218.45,230.78,270.81,228.93,201.19,179.12,178.94,191.89,234.08,255.97,227.84,241.62,229.28,233.54,166.1,232.16,205.04,165.1,194.96,184.94,165.02,203.25,175.41,145.2,177.97,130.69,185.72,259.4,190.31,251.61,189.68,177.66,170.6,209.99,185.2,213.35,211.89,218.03,234.63,220.6,224.74,258.36,227.01,224.44,170.26,225.71,239.19,246.99,248.22,247.26,277.43,263.05,247.88,144.91,225.49,263.76,221.04,284.12,2016-01-06 20:45:00
358.02,331.23,461.68,428.23,456.79,396.53,304.5,301.27,394.56,445.85,307.24,383.3,288.65,384.49,427.65,293.1,348.75,334.13,391.25,407.0,216.96,292.98,330.49,362.79,264.13,282.1,292.95,206.41,247.58,270.2,314.31,187.35,250.15,168.69,199.88,214.63,185.15,263.29,265.17,323.23,257.45,245.97,229.75,258.57,224.94,182.37,273.98,171.16,197.94,200.18,211.98,182.43,218.18,139.62,226.25,255.62,183.01,223.93,254.12,187.22,200.04,213.12,219.64,213.24,196.1,246.77,312.7,237.93,200.56,270.81,204.57,168.77,118.82,178.21,198.4,195.66,191.63,200.84,170.99,199.45,172.98,142.71,161.79,143.55,160.91,165.07,2016-01-06 20:50:00
383.6,355.62,444.65,413.57,430.52,415.24,297.98,282.01,369.31,411.98,218.42,340.92,306.65,475.0,454.25,254.31,339.63,221.76,355.47,407.68,218.28,342.1,336.76,381.64,189.64,274.58,278.57,218.72,241.47,165.81,332.37,297.31,277.22,219.63,199.23,207.02,292.88,219.39,294.09,351.65,295.15,187.43,106.84,245.68,238.68,127.88,272.42,163.88,91.09,259.15,218.29,88.31,113.39,129.0,290.11,240.49,136.95,138.82,259.64,239.75,149.29,249.84,220.12,152.62,146.35,197.13,249.53,206.62,174.91,250.51,177.17,160.89,140.93,204.58,165.64,195.64,178.8,191.52,162.23,198.38,180.91,122.01,145.48,144.6,162.47,185.9,2016-01-06 20:55:00
292.36,310.11,513.72,515.5,486.91,271.22,247.1,265.57,378.73,500.64,242.71,322.69,261.04,527.14,555.7,279.26,330.52,353.57,437.83,459.31,214.79,354.17,323.21,442.8,258.36,278.58,358.22,217.68,238.09,221.91,379.1,292.49,242.32,213.7,188.0,204.56,316.71,274.43,298.18,449.68,323.71,234.71,278.33,279.57,238.06,217.48,269.17,217.29,251.44,247.72,195.72,228.47,272.78,181.01,257.87,295.93,199.32,222.72,263.41,228.23,200.91,254.75,228.04,264.86,265.27,229.61,283.29,209.6,249.15,258.62,276.64,286.45,133.22,254.87,235.82,328.68,308.55,323.75,254.79,326.7,315.69,126.72,212.32,237.91,229.6,289.54,2016-01-06 21:00:00
303.44,331.12,396.1,433.02,462.47,281.32,282.33,290.07,387.63,389.92,298.84,363.13,295.92,384.71,391.15,321.66,321.4,343.46,349.75,437.83,270.12,358.12,291.95,404.6,315.31,337.36,400.96,275.08,328.63,266.89,432.03,353.92,306.27,301.01,258.93,325.78,353.5,397.89,386.96,513.36,415.36,400.35,368.96,366.61,382.13,314.62,358.47,361.88,380.22,438.67,290.33,303.98,384.27,309.73,382.56,388.66,317.35,313.18,366.99,389.43,344.67,383.57,328.2,476.88,472.55,465.97,487.79,375.47,455.3,462.47,543.69,465.25,365.52,572.36,428.33,486.47,530.4,509.12,383.68,511.71,480.46,244.24,419.13,384.81,379.38,497.66,2016-01-06 21:05:00
342.45,342.56,430.05,432.11,493.75,335.35,289.28,294.91,383.78,421.26,309.06,359.84,334.52,428.1,365.12,323.0,312.28,310.61,326.03,468.05,228.13,393.98,265.79,425.95,315.49,277.0,381.91,251.09,257.1,289.94,354.17,321.64,220.51,241.32,239.26,230.8,315.94,361.58,293.23,553.49,326.33,370.06,295.66,300.76,281.75,266.99,252.33,246.58,268.81,342.9,207.65,267.01,282.14,199.45,367.89,316.05,210.61,242.17,300.7,329.46,254.22,319.7,334.08,316.93,325.48,328.59,424.91,357.31,328.83,383.67,375.58,303.77,297.8,396.84,371.67,348.31,373.61,346.13,351.82,391.99,291.37,274.82,271.08,253.73,290.65,306.52,2016-01-06 21:10:00
525.93,473.14,501.61,480.24,511.94,512.71,450.23,441.46,487.04,461.9,419.14,471.51,487.28,368.31,399.75,520.93,303.17,447.56,372.18,434.16,316.73,396.34,388.39,384.16,558.0,308.45,396.52,357.72,320.86,468.27,360.74,312.86,276.36,301.88,383.46,288.07,277.41,342.67,349.17,304.28,367.74,341.92,508.96,329.49,307.31,337.6,284.08,316.48,416.75,331.05,285.64,374.17,453.39,256.07,280.56,378.05,278.67,362.37,313.73,276.95,320.17,311.71,301.37,388.87,398.56,359.13,391.27,333.78,413.59,385.61,371.18,434.75,217.62,330.75,467.5,421.9,443.24,420.99,434.16,394.0,338.17,231.4,307.11,277.07,328.28,266.54,2016-01-06 21:15:00
453.14,407.1,463.45,531.67,595.51,466.37,409.95,428.74,433.21,492.16,428.57,423.29,468.38,534.46,500.59,380.88,294.05,376.48,436.04,554.14,338.65,447.82,384.52,493.11,311.23,274.26,475.71,387.77,353.99,424.48,461.19,414.82,311.7,281.88,389.3,321.48,388.16,422.06,376.81,248.24,387.12,427.52,373.46,362.23,330.97,275.86,324.8,241.96,277.73,286.38,340.88,323.62,318.01,266.59,431.98,415.23,321.75,347.72,379.44,384.89,357.6,400.89,385.77,370.97,389.55,469.58,468.1,439.11,422.78,528.18,450.29,421.52,363.3,295.68,508.69,373.52,461.41,393.18,445.94,407.66,302.67,533.26,354.74,381.14,418.55,402.69,2016-01-06 21:20:00
443.93,362.27,360.76,415.52,458.09,426.94,438.22,303.75,318.21,360.66,354.28,328.85,311.89,549.31,450.08,359.86,284.93,243.19,386.39,483.68,290.0,482.43,368.56,477.82,323.1,315.44,362.04,343.52,316.19,437.15,384.05,405.52,291.56,311.69,363.7,270.65,322.9,286.56,302.65,188.72,321.02,280.29,318.09,329.78,335.85,316.1,270.84,299.86,279.65,334.59,381.76,268.56,240.67,283.65,371.59,351.54,299.18,320.53,338.08,317.83,330.67,410.89,325.48,258.19,304.66,330.7,346.16,358.74,252.36,312.46,311.46,257.32,252.57,221.6,323.75,369.45,303.89,343.42,345.54,303.44,370.12,380.9,293.82,371.24,261.86,400.61,2016-01-06 21:25:00
437.81,365.28,418.35,377.86,368.88,398.19,432.31,365.73,454.53,418.56,460.4,420.22,308.99,388.42,411.71,477.6,275.82,470.8,422.4,351.54,340.46,446.17,293.24,319.6,472.65,449.13,436.15,380.76,327.08,424.33,386.24,433.03,337.8,432.55,383.0,444.16,387.19,296.13,413.63,151.85,423.16,326.64,354.61,410.41,390.33,406.5,370.44,389.6,339.25,298.26,457.97,425.02,224.12,308.6,380.15,320.7,440.64,430.55,438.15,437.79,366.22,396.95,436.55,321.83,375.21,468.16,388.72,400.79,462.99,265.71,325.86,329.47,360.27,360.88,380.92,364.89,346.15,340.33,338.18,300.51,381.65,247.38,315.42,345.64,171.57,401.98,2016-01-06 21:30:00
435.28,324.88,383.44,385.21,391.87,360.96,402.53,376.76,403.95,365.81,388.09,393.65,375.06,363.69,369.6,388.06,266.7,406.67,384.71,335.99,362.92,409.9,226.09,265.15,318.36,402.07,404.06,387.93,375.83,433.68,410.49,324.4,406.17,415.17,403.52,452.19,410.34,368.5,418.01,114.84,403.68,367.5,367.26,456.07,477.75,475.36,409.26,435.38,357.83,504.4,413.23,407.63,236.32,263.3,362.36,223.42,391.03,387.34,466.41,397.45,416.69,477.06,478.17,299.12,310.14,404.03,365.56,373.5,384.92,423.85,179.56,338.4,456.65,348.32,313.55,221.08,353.5,237.18,316.28,181.69,235.31,299.36,291.6,214.59,296.02,207.16,2016-01-06 21:35:00
